dgp,Ts,family,lam,rule,score,coverage,width
scale,50,corrected,0.0,,9.238590616057449,0.8887027499999998,5.45463956615341
scale,50,corrected,0.1,,9.211534452280613,0.8919742500000002,5.506619219010602
scale,50,corrected,0.2,,9.196705096648426,0.8932925,5.522083450510299
scale,50,corrected,0.3,,9.199527012589703,0.8931068750000002,5.519750892132735
scale,50,corrected,0.4,,9.202557396011313,0.8924007499999997,5.5056329900877765
scale,50,corrected,0.5,,9.227835842123879,0.89031425,5.4827951365683845
scale,50,corrected,0.6,,9.258176544833553,0.8876476249999998,5.4526357856650325
scale,50,corrected,0.7,,9.279305885036756,0.8852941249999998,5.418312934561453
scale,50,corrected,0.8,,9.309404693237957,0.8820726249999998,5.373133741472071
scale,50,corrected,0.9,,9.356417213305022,0.8776373749999998,5.318210055989866
scale,50,corrected,1.0,,9.450156852773938,0.8686711249999999,5.207175533803497
scale,50,corrected,0.397,cv_score,9.248590587371872,0.8850309999999999,5.376828377107518
scale,50,corrected,0.5755,cv_cov,9.299701407298997,0.8882327500000001,5.516271157391535
shape,20,plain,0.0,,4.878522265979195,0.8171491250000006,1.6229937102905974
shape,20,plain,0.1,,4.835851403210396,0.8305531250000001,1.6317469244907434
shape,20,plain,0.2,,4.806493411397642,0.8390432499999999,1.6332640700626284
shape,20,plain,0.3,,4.771056429820702,0.8462079999999998,1.6304337059555727
shape,20,plain,0.4,,4.762371680861126,0.8501658750000002,1.6237599277923171
shape,20,plain,0.5,,4.751219915266626,0.85115875,1.612733177355487
shape,20,plain,0.6,,4.745001420148082,0.8507992500000006,1.5977564890381972
shape,20,plain,0.7,,4.742682330836196,0.8496176249999998,1.577902777476295
shape,20,plain,0.8,,4.733638334588966,0.8472051249999997,1.5529412737481751
shape,20,plain,0.9,,4.723286465207862,0.8389046250000005,1.5216038850235087
shape,20,plain,1.0,,4.72887151038907,0.8047040000000002,1.4805777707716063
shape,20,corrected,0.0,,4.848172334484835,0.8260413750000002,1.6586866784789696
shape,20,corrected,0.1,,4.754355725312254,0.8475955000000008,1.7786408400523057
shape,20,corrected,0.2,,4.721718043413071,0.8620028749999995,1.8511384789116923
shape,20,corrected,0.3,,4.675603263652952,0.8724036249999998,1.9011263313609
shape,20,corrected,0.4,,4.624915272767936,0.8808631250000005,1.9383522593130385
shape,20,corrected,0.5,,4.596864586309982,0.8850068749999996,1.9640231562861974
shape,20,corrected,0.6,,4.575945257226067,0.8893818749999998,1.978800713751666
shape,20,corrected,0.7,,4.517941690788933,0.8905577500000003,1.9879478343224524
shape,20,corrected,0.8,,4.4681958291936175,0.8914628749999999,1.9938648093392
shape,20,corrected,0.9,,4.416929125272883,0.8861546250000006,1.9974960654845904
shape,20,corrected,1.0,,4.397184501286564,0.8464241249999996,1.996899238958133
shape,20,corrected,0.475,cv_score,4.631756675430387,0.870317375,1.95857050731201
shape,20,corrected,0.7005,cv_cov,4.538281459216084,0.87867975,2.037676895046418
shape,35,plain,0.0,,4.776321538032474,0.8358705000000003,1.5713953760909714
shape,35,plain,0.1,,4.739865084400692,0.847547875,1.5877792321303548
shape,35,plain,0.2,,4.718861821373662,0.85301775,1.5973206396108404
shape,35,plain,0.3,,4.6947766749129825,0.8582873750000002,1.6026515750420887
shape,35,plain,0.4,,4.674569399350397,0.8619014999999993,1.6047589415387433
shape,35,plain,0.5,,4.659191348465914,0.8640876250000002,1.603677479116602
shape,35,plain,0.6,,4.65168554206574,0.8649557499999997,1.5981444518429948
shape,35,plain,0.7,,4.633562054653613,0.8653190000000001,1.5881019186811023
shape,35,plain,0.8,,4.60809008621324,0.8650206250000002,1.5748366609603957
shape,35,plain,0.9,,4.596487781846465,0.86169075,1.5558564391060368
shape,35,plain,1.0,,4.574987806419444,0.8408663749999997,1.5255747966127595
shape,35,corrected,0.0,,4.759199315713945,0.8411348749999995,1.5960483811818975
shape,35,corrected,0.1,,4.723597584206523,0.8603410000000001,1.6589109234775725
shape,35,corrected,0.2,,4.669922517128877,0.8691038749999999,1.6986193684896167
shape,35,corrected,0.3,,4.60469174199389,0.87634375,1.732408027048285
shape,35,corrected,0.4,,4.5363971638933975,0.8819461249999996,1.7639873489051523
shape,35,corrected,0.5,,4.469958232151464,0.8870882499999999,1.7948265277592295
shape,35,corrected,0.6,,4.415248201333073,0.8921097500000008,1.8254762586266993
shape,35,corrected,0.7,,4.365375356781378,0.8953123749999996,1.855297591753643
shape,35,corrected,0.8,,4.319713908439291,0.8971810000000001,1.88484969990105
shape,35,corrected,0.9,,4.281663611222266,0.895565875,1.9143868597438864
shape,35,corrected,1.0,,4.256024349664973,0.8827882499999996,1.943899050889826
shape,35,corrected,0.63,cv_score,4.407448730618362,0.8734396249999999,1.8426634099709558
shape,35,corrected,0.6915,cv_cov,4.392229941912712,0.8899157500000001,1.9737335976817263
shape,50,plain,0.0,,4.7425569699396615,0.832668875,1.4805938744614766
shape,50,plain,0.1,,4.701506078163635,0.8435317500000002,1.5094071886544966
shape,50,plain,0.2,,4.673616569468505,0.8530776250000003,1.531448119649061
