date,season,month_name,covered_p,lo_p,hi_p,width_p,covered_s,lo_s,hi_s,width_s
2020-01-01,1,Jan,False,0.5270924726654491,1.2880010466429768,0.7609085739775276,False,0.6204862757551102,1.453053553959586,0.8325672782044757
2020-02-01,2,Feb,True,-0.21067600971782613,0.5565319378834166,0.7672079476012428,True,0.11523607110751607,0.4565398930426025,0.34130382193508646
2020-03-01,3,Mar,False,0.08712586567872654,0.8614747027444102,0.7743488370656837,False,0.25171843399221494,0.8364248182427667,0.5847063842505518
2020-04-01,4,Apr,False,-0.17407297380862768,0.600275863257056,0.7743488370656837,False,0.024753420710343588,0.5904318852621774,0.5656784645518338
2020-05-01,5,May,True,-0.6040951815646486,0.18188039061333092,0.7859755721779795,True,-0.43641160699297665,0.07864637056402393,0.5150579775570006
2020-06-01,6,Jun,False,-0.5646210777275792,0.23237962086771113,0.7970006985952903,False,-0.7223625486412225,0.10410991871843377,0.8264724673596563
2020-07-01,7,Jul,True,-0.10046038889463654,0.6855360381652637,0.7859964270599002,True,-0.03174524088604369,0.7738106290246645,0.8055558699107082
2020-08-01,8,Aug,True,0.024406665086928847,0.8186041377184341,0.7941974726315053,True,0.14881457944852655,0.6289335324137912,0.4801189529652647
2020-09-01,9,Sep,True,-0.0046835584183616,0.7895139142131435,0.7941974726315051,True,-0.002314018927383199,0.7382253547616058,0.7405393736889889
2020-10-01,10,Oct,True,0.12433358289284413,0.9059550661383617,0.7816214832455176,True,0.37969551833765425,1.0655440695309317,0.6858485511932775
2020-11-01,11,Nov,True,0.4624169404080434,1.2440384236535609,0.7816214832455175,True,0.4016948016520144,1.2550298201867576,0.8533350185347433
2020-12-01,12,Dec,False,0.48171882621524653,1.263340309460764,0.7816214832455175,False,0.7367115693986951,1.2360753946414804,0.49936382524278533
2021-01-01,1,Jan,False,0.39303448192406343,1.174655965169581,0.7816214832455175,False,0.3580349210508888,1.440419097094265,1.0823841760433761
2021-02-01,2,Feb,False,-0.20745129518727412,0.5867461774442311,0.7941974726315052,False,0.03176748269912977,0.33939059850627185,0.3076231158071421
2021-03-01,3,Mar,True,0.44086230174429203,1.2461322946854636,0.8052699929411715,True,0.5109015680807654,1.1858574821452879,0.6749559140645225
2021-04-01,4,Apr,True,0.1476765249463064,0.9672540754572658,0.8195775505109595,True,0.2203826782913736,0.9069406429710628,0.6865579646796892
2021-05-01,5,May,False,-0.2582019546547692,0.5613755958561903,0.8195775505109595,False,-0.1026444808564464,0.41241349670055416,0.5150579775570006
2021-06-01,6,Jun,True,0.5171059566566398,1.3366835071675993,0.8195775505109595,True,0.3314718831673411,1.2584563600812377,0.9269844769138966
2021-07-01,7,Jul,False,-0.040571261088757304,0.7809118308254258,0.8214830919141831,False,0.041498459253166586,0.768061755910151,0.7265632966569844
2021-08-01,8,Aug,True,0.3982234207742976,1.2197065126884807,0.8214830919141831,True,0.5642940454448903,0.975053881395556,0.4107598359506658
2021-09-01,9,Sep,True,0.3935113171929418,1.2237640008049364,0.8302526836119946,True,0.4314790532537056,1.1720184269426945,0.7405393736889889
2021-10-01,10,Oct,False,0.32704529399465954,1.1485283859088427,0.8214830919141831,False,0.6056423195319796,1.197487352645963,0.5918450331139835
2021-11-01,11,Nov,True,0.7439441262518711,1.5492141191930429,0.8052699929411717,True,0.6828494886785517,1.536184507213295,0.8533350185347433
2021-12-01,12,Dec,True,0.38637130572860834,1.2078543976427913,0.821483091914183,False,0.760853996830344,1.3270400299248855,0.5661860330945414
2022-01-01,1,Jan,True,-0.052201731177736355,0.7530682617634352,0.8052699929411715,True,-0.03292012809580919,0.9953502971821403,1.0282704252779495
2022-02-01,2,Feb,True,0.26407444861135826,1.06934444155253,0.8052699929411717,False,0.5436731513060364,0.9012626802870551,0.3575895289810187
2022-03-01,3,Mar,False,0.35964461221441174,1.1649146051555834,0.8052699929411717,False,0.4296838785508851,1.1046397926154077,0.6749559140645226
2022-04-01,4,Apr,True,0.6755734821160244,1.4808434750571962,0.8052699929411717,True,0.749216604344096,1.4357745690237853,0.6865579646796893
2022-05-01,5,May,True,0.3668559014954257,1.1883389934096087,0.821483091914183,False,0.535622766461235,1.0630818627067222,0.5274590962454873
2022-06-01,6,Jun,True,0.08309558462171551,0.8883960728579386,0.8053004882362231,True,-0.10122902116728838,0.8257554557466082,0.9269844769138966
2022-07-01,7,Jul,False,0.3530550372530086,1.1583555254892317,0.8053004882362231,False,0.411241301942554,1.1682455171363118,0.7570042151937577
2022-08-01,8,Aug,True,-0.8135418747366634,-0.008241386500440318,0.8053004882362231,True,-0.6713547057184492,-0.26059486976778345,0.4107598359506658
2022-09-01,9,Sep,True,-0.3463207687525119,0.45894922418865974,0.8052699929411716,True,-0.34083968299756795,0.38906642137315733,0.7299061043707253
2022-10-01,10,Oct,False,-0.5272699777502408,0.2655693384269986,0.7928393161772394,False,-0.2402141221100283,0.33933028030360257,0.5795444024136309
2022-11-01,11,Nov,True,0.180173333647621,0.9618587110745025,0.7816853774268815,True,0.3287192098129176,0.9737672193785153,0.6450480095655977
2022-12-01,12,Dec,True,0.09663060528844764,0.89001639249772,0.7933857872092724,True,0.3176495470306575,0.9003230128051445,0.582673465774487
2023-01-01,1,Jan,True,0.06776627237503724,0.8611520595843096,0.7933857872092724,True,0.1141013653261414,1.1423717906040909,1.0282704252779495
2023-02-01,2,Feb,True,0.2860238763800758,1.0794096635893482,0.7933857872092724,True,0.5554076903996222,0.9721666653883205,0.4167589749886983
2023-03-01,3,Mar,True,0.5491397430567182,1.3425255302659904,0.7933857872092722,True,0.5970496530295458,1.321147545791454,0.7240978927619083
2023-04-01,4,Apr,True,-0.0753376722825066,0.7180481149267657,0.7933857872092722,True,0.02535893981474191,0.7119169044944311,0.6865579646796892
2023-05-01,5,May,True,0.02607762231794214,0.8194634095272144,0.7933857872092722,True,0.1248196543439844,0.7246400297659887,0.5998203754220044
2023-06-01,6,Jun,True,-0.11220473768648864,0.6811810495227837,0.7933857872092723,True,-0.19463200845496592,0.7119604155003434,0.9065924239553094
2023-07-01,7,Jul,True,-0.5225964710664791,0.26097707155389777,0.7835735426203769,True,-0.5193641757553015,0.48077232542178616,1.0001365011770877
2023-08-01,8,Aug,True,-0.21869244625867745,0.5648810963616995,0.7835735426203769,True,-0.04982428618857676,0.3609355497620891,0.41075983595066584
